Field;Theme;Date;City;Points;Question;Answer
Anatomie / Physiologie;Jeunes plongeurs;juil 2021;Trébeurden;8 points;Un stagiaire MF 1 vous interroge pour savoir pourquoi la FFESSM n'autorise la plongée aux enfants qu'à partir de 8 ans. Afin de faciliter sa compréhension, vous réalisez un tableau.;"VENTILATION
Caractéristiques liées à l'enfant
- Maturation pulmonaire non atteinte
- Élasticité pulmonaire plus faible.
- Résistances pulmonaires sont plus élevées : travail ventilatoire augmenté.
- Effet shunt droit-gauche est augmenté (certaines alvéoles sont perfusées et non ventilées)
Risques ou accidents
- Essoufflement et hypoxie
- Piégeage gazeux alvéolaire et SP
Adaptation / Prévention
- Détendeur compensé
- Si usage d'un détendeur non compensé, utiliser un bloc avec une HP toujours élevée.
- Si utilisation d'un deuxième étage de petite taille, vérifier que l'effort expiratoire est acceptable (parfois plus dur à cause d'une membrane d'expiration de petit diamètre.)
- Tuba à faible espace mort
- Remontée plus lente

COEUR ET CIRCULATION
Caractéristiques liées à l'enfant
- Chez l'enfant jusqu'à 5 ans, il y aurait des turbulences importantes au niveau des veines caves
- Le FOP est élevé chez les enfants, jusqu'à 40% des enfants (7/8ans)
- La fréquence cardiaque plus élevée
Risques ou accidents
- ADD
Adaptation / Prévention
- Limitation des profondeurs et des durées de plongée
- Rester dans la courbe de sécurité des moyens de décompression utilisés.
- Jusqu'à l'âge de 12 ans, le jeune plongeur n'effectue qu'une seule plongée par jour.

ORL
Caractéristiques liées à l'enfant
- Grandes fréquences des otites et rhinopharyngites
- Difficulté pour ouvrir les muscles péristaphylins : perméabilité de la trompe d'eustache
- Difficultés à comprendre les manSuvres d'équilibrage
Risques ou accident
- Difficulté d'équilibration des oreilles
- Barotraumatismes de l'oreille
Adaptation / Prévention
- Vigilance à l'état de santé ORL des enfants
- Masque adapté (facilitant les manSuvres d'équilibrage
- Descente lente et vigilance de l'encadrement
- Lorsque des difficultés ORL sont ré, il est recommandé d'obtenir un avis médical.

THERMOREGULATION
Caractéristiques liées à l'enfant
- Grande surface corporelle / masse (surface d'échange supérieur à un adulte)
- Peu de protection adipeuse
- Augmentation des pertes caloriques (tête et cou)
Risques ou accidents
- Augmentation des pertes caloriques
- Risque hypothermie voire hyperthermie (avant / après&)
Adaptation / Prévention
- Combinaison adaptée à la morphologie
- Pas de plongée si eau < 12°
- Limitation de la durée : si eau < 23°C la durée de la plongée ne doit pas excéder 25 minutes
- Éviter l'exposition prolongée au soleil

APPAREIL LOCOMOTEUR
Caractéristiques liées à l'enfant
- Portage de charges lourdes
Risques ou accidents
- Risque ostéo articulaire
Adaptation / Prévention
- Bloc plus léger
- Entraide (équipement, mise à l'eau, sortie de l'eau.)

DENTS
Caractéristiques liées à l'enfant
- En pleine évolution
Risques ou accidents
- Douleur dentaire
- Port du détendeur
Adaptation / Prévention
- Conseil de prendre l'avis d'un orthodontiste si besoin
- Ergonomie / taille de l'embout
- Poids du deuxième étage
- Flexible moyenne pression court ou très souple

ASPECTS PSYCHOLOGIQUES
Caractéristiques liées à l'enfant
- Immaturité psycho-affective
Risques ou accidents
- Risque de SP
- Appréhension parfois très éloignée de celle des adultes
Adaptation / Prévention
- Anticiper, mettre en confiance
- Apprentissage ludique
- Intéresser , faire découvrir"
Anatomie / Physiologie;Jeunes plongeurs;mai 2018;Réunion;7 points;"Q"" S'hydrater correctement : boire de l'eau régulièrement avant même d'avoir soif (la soif est un mécanisme d'alerte, pas de régulation. Lorsqu'elle apparaît, l'organisme a déjà perdu entre 0,5 et 1 litre d'eau).
"" Consommer des aliments riches en eau, tels que melon, pastèque, salades, tomates, courgettes.
"" Limiter les déperditions : éviter le thé ou le café avant la plongée qui favorisent la diurèse.
"" Eviter l'alcool qui est un puissant diurétique
"" Limiter la sudation en restant le plus possible à l'ombre, et surtout en évitant de fermer sa combinaison trop longtemps avant la mise à l'eau.
"" Limiter le refroidissement en adaptant la combinaison à la température de l'eau.

a) En reprenant les éléments de la question a), reproduisez sur votre feuille le tableau ci-dessous et complétez les colonnes « Risques ou accidents » et « Adaptations et préventions » (3 points)";""" S'hydrater correctement : boire de l'eau régulièrement avant même d'avoir soif (la soif est un mécanisme d'alerte, pas de régulation. Lorsqu'elle apparaît, l'organisme a déjà perdu entre 0,5 et 1 litre d'eau).
"" Consommer des aliments riches en eau, tels que melon, pastèque, salades, tomates, courgettes.
"" Limiter les déperditions : éviter le thé ou le café avant la plongée qui favorisent la diurèse.
"" Eviter l'alcool qui est un puissant diurétique
"" Limiter la sudation en restant le plus possible à l'ombre, et surtout en évitant de fermer sa combinaison trop longtemps avant la mise à l'eau.
"" Limiter le refroidissement en adaptant la combinaison à la température de l'eau.

"" Ventilation
o La maturation des alvéoles pulmonaires est atteinte vers 8 ans (limite FFESSM)
o L'élasticité pulmonaire est plus faible
o Les résistances pulmonaires sont plus élevées
à le travail ventilatoire est augmenté
o Le volume de fermeture des alvéoles est augmenté à risque de
piégeage gazeux et de surpression pulmonaire
o L'effet shunt droit-gauche est augmenté (les alvéoles sont perfusées et non ventilées) à hypoxie relative à risque d'essoufflement et d'hypoxie à l'effort

"" Coeur et circulation
o La fréquence cardiaque plus élevée
o Le FOP est présent chez 40% des enfants
o Il y a une augmentation des turbulences dans le système vasculaire avec risque de formation de noyaux gazeux
o à donc risque accru d'ADD

"" ORL
o Grandes fréquences des otites et angines
o Difficulté pour ouvrir les muscles péristaphylins
o Difficultés à comprendre les manoeuvres d'équilibrage
o Difficulté à équilibrer les oreilles
à donc risque de barotraumatismes de l'oreille

"" Thermorégulation
o Grande surface corporelle / masse
o Peu de protection adipeuse
o Métabolisme de base élevé
à Augmentation des pertes caloriques (tête et cou ++)

"" Appareil locomoteur
o Portage de charges lourdes à risque ostéo articulaire


APPAREIL OU FONCTION RISQUES OU ACCIDENTS ADAPTATIONS ET PREVENTIONS
Ventilation "" Essoufflement et hypoxie
"" Piégeage gazeux alvéolaire et SP "" Détendeur compensé, tuba à faible espace mort
"" Remontée plus lente
Coeur et circulation "" ADD "" Limitation des profondeurs et des durées de plongée
ORL "" Equilibration des oreilles
"" Barotraumatismes de l'oreille "" Pas de plongée quand l'enfant est enrhumé
"" Masque adapté
"" Descente lente et vigilance de l'encadrement
"" Surveillance médicale régulière
Thermorégulation "" Augmentation des pertes caloriques "" Combinaison adaptée
"" Pas de plongée si T° eau < 12°
"" Limitation de la durée : si T° eau < 23°C la durée de la plongée ne doit pas excéder 25 minutes)
"" Eviter l'exposition prolongée au soleil"
Anatomie / Physiologie; Oxygène;sept 2020;Niolon;6 points;"Quels sont les dangers et les bénéfices des différents types d'utilisation de l'oxygène en plongée.
Pour chaque cas, décrivez les mécanismes concernés.";"L'hyperoxie : 2 accidents possibles :
a) Elle apparaît lorsque que la pression partielle d'O2 approche 1.6 b dans l'air respiré (taux variable en fonction du milieu, de la sensibilité du plongeur, etc.) : effet Paul Bert.
La présence en excès d'oxygène véhiculé par le sang devient toxique pour les neurones (production de radicaux libres en réaction avec les cellules cérébrales).
Les effets d'apparition de cette surexposition à l'oxygène se matérialisent sous l'eau, très
souvent à quelques tremblements/secousses brèves suivis d'une perte de connaissance
immédiate. (la crise hyperoxique classique en 3 phases apparait surtout en caisson)
b) Exposition prolongée et/ou répétée à une pression partielle supérieure à 0.5 b : effet Lorrain Smith. Cette situation se traduit par des douleurs rétro sternales, une irritation trachéale
avec toux, voire une gêne respiratoire en cas d'exposition continue. 2 pts

L'hypoxie : peut concerner les apnéistes et les plongeurs aux mélanges (Trimix hypoxique, etc.)
L'hypoxie est l'état d'oxygénation insuffisante de certains tissus ou de l'organisme entier.
Le stade suivant, qui correspond au manque total ou presque total d'oxygène dans les tissus, est celui de l'anoxie, qui entraîne une bradycardie, puis l'arrêt cardiaque, si l'on n'intervient pas immédiatement, ainsi que des lésions neurologiques. A noter qu'une hypoxie profonde devrait pouvoir suffire elle aussi. Lors d'une apnée, le métabolisme produit du CO2. C'est cet excès de CO2 qui déclenche l'envie de respirer. Certains apnéistes pratiquent l'hyperventilation afin d'abaisser anormalement le taux de CO2 dans le sang, sans pour autant augmenter celui d'O2 puisque celui-ci est déjà pratiquement au maximum.
L'O2 est consommé par l'organisme pouvant mener à une syncope hypoxique (signe d'atteinte cérébrale) en l'absence de respiration. L'hyperventilation, provoquant la baisse du CO2 devenant un facteur favorisant de cette situation.
Lors d'une plongée Trimix, le mélange respiré est volontairement appauvri en oxygène de manière à ne pas atteindre le taux de 1.6 b (ou 1.4 suivant la procédure utilisée) à la profondeur d'évolution envisagée. Ce mélange sous-oxygéné peut ne pas être utilisable proche et en surface en raison de son faible taux d'oxygène. Les effets sont identiques à ceux de l'apnéiste. 2 pts

Traitement des ADD par oxygénothérapie hyperbare : l'augmentation de la fraction dissoute dans les capillaires de l'organisme. Cette action permet de suppléer l'alimentation d'O2 au niveau
des tissus endommagés. 1 pt

Mélange sur-oxygéné : Nitrox . Diminution de la saturation d'azote dans l'organisme par la diminution du % d'azote dans le mélange respiré. Avantage : diminuer la durée des paliers par rapport à une plongée de même caractéristiques effectuée à l'air. Inconvénients ; limitation
de la profondeur. 0.5 pt

Respiration d'oxygène au palier :
Avantage : Amélioration de la désaturation par éloignement de la TN2 du seuil de sursaturation critique par la respiration d'un gaz ne contenant pas d'azote.
Inconvénient : profondeur d'utilisation limitée selon la teneur en O2 du mélange respiré (0.5pt)"
Anatomie / Physiologie; Oxygène;Oxygène;juil 2018;5 points;"a) Expliquez les principes du transport de l'oxygène dans notre organisme en surface et en immersion. (1 pt)

b) Expliquez le mécanisme thérapeutique de l'oxygène, lorsqu'il est administré lors d'un accident, en milieu hyperbare. (1 pt)

c) L'oxygène est un élément essentiel pour le fonctionnement de notre organisme, pourtant, dans certaines circonstances d'utilisation, ce composé peut être toxique. Expliquez les mécanismes de toxicité, leurs manifestations& (2 pts)";""" Véhiculé par le sang :
o 98% combiné avec hémoglobine,
o 2% dissoute dans plasma.
"" Concentration O2 + forte dans alvéoles pulmonaires que dans capillaire à diffusion de alvéoles vers capillaires,
"" En immersion, augmentation PpO2 à hémoglobine saturée à O2 supplémentaire sous forme dissoute.


Effet bénéfique en oxygénothérapie hyperbare : augmentation de la fraction dissoute dans tous les capillaires de l'organisme, en particulier dans ceux qui ne sont pas obstrués par des bulles. Ceci permet de suppléer l'alimentation en 02 au niveau des tissus lésés.


"" La toxicité neurologique (effet Paul Bert) :
o Mécanisme :
L'utilisation de l'oxygène par l'organisme entraîne une production de radicaux libres de l'oxygène qui peuvent provoquer des convulsions par réaction avec les lipides des cellules cérébrales.
o Manifestations :
La crise hyperoxique classiquement décrite en trois phases :
- La phase tonique qui est matérialisée par des contractions musculaires généralisées.
- La phase clonique de 2 à 3 minutes pendant laquelle ont lieu des convulsions ainsi qu'une ventilation irrégulière.
- La phase résolutive avec un relâchement musculaire, une reprise progressive de la conscience, des signes de confusion, voire d'agitation.
o Cependant :
§ Ces trois phases ont été décrites en milieu sec (caisson). Sous l'eau la crise se résume le plus souvent à une perte de connaissance brutale précédée parfois par quelques secousses brèves au niveau des membres
§ Les signes avant-coureurs classiques (tremblements musculaires des petits muscles de la face ou du diaphragme, troubles sensitifs visuels (effet tunnel) et auditifs (sifflements), troubles de l'humeur et du comportement, nausées&) sont inconstants et peuvent être causées par une hypercapnie concomitante.

o Remarque (non demandée aux candidats) : Le risque de surpression pulmonaire supposé si l'on remonte l'accidenté pendant la phase tonique est rarissime : les 3 phases classiques sont le plus souvent absentes ou impossibles à différencier. Des expériences sur l'animal ont montré que la glotte reste ouverte et laisse sortir l'air des poumons pendant cette phase (ref. Vann R.D., Hamilton B. Central nervous system oxygen toxicity. In : Vann RD, Mitchell SJ, Denoble PJ, Anthony TG, eds. Technical diving. Proceedings of the Divers Alert Network 2008 January 18-19 Conference. Durham, NC: Divers Alert Network; 2009. P 38 - 64. De plus, les autopsies réalisées chez les plongeurs décédés après une crise hyperoxique n'ont pas montré de lésions de surpression pulmonaire. Lorsque la remise en bouche de l'embout est impossible, l'accidenté doit être remonté à la surface tel quel, sans perte de temps.

"" La toxicité pulmonaire (effet Lorrain-Smith) :
o Mécanisme :
Inflammation pulmonaire due à une exposition supérieure ou égale à 50%. Même elle ne touche pas les plongeurs loisir, cette toxicité a été notée chez des moniteurs professionnels lors d'une utilisation intensive du Nitrox.
o Manifestations :
Les signes de toxicité débutent par une douleur rétro sternale et une irritation trachéale avec toux. Si l'exposition se poursuit, une gêne respiratoire apparaît avec fièvre et diminution de la capacité vitale."
Anatomie / Physiologie;Femmes;sept 2015;Niolon;5 points;Quelles spécificités physiologiques des femmes peuvent impacter la pratique des plongeuses ?;"- Performance physique : les plongeuses ont le plus souvent une force physique inférieure et un gabarit plus petit que les plongeurs. La manipulation du matériel sera donc plus difficile, d'autant plus qu'il est souvent pas ou mal adapté. Il est donc nécessaire d'adapter au mieux le matériel au gabarit des plongeuses et être vigilants à apporter une aide parfois nécessaire à l'équipement et au retour sur le bateau. (1 pt)

- Anatomie: les femmes ont un % de masse grasse plus important que les hommes. Elles auront donc besoin d'un lestage plus important que les hommes pour un gabarit similaire, leur centre de gravité sera également différent.
- Elles sont plus sensibles au froid, en particulier au niveau des extrémités. Une combinaison plus épaisse ainsi que des gants et des chaussons sont donc à recommander. (1 pt)

- Accident de décompression : les études ne font pas apparaître de différence significative entre les hommes et les femmes en ce qui concerne les accidents de plongée. Les femmes sont moins nombreuses dans les statistiques d'accidentologie mais cela serait dû à leur sous-représentation dans les rangs des plongeurs ainsi qu'à un comportement moins accidentogène (moins de besoin de descendre très profond, meilleur respect des procédures et souvent meilleure hygiène de vie). (1 pt)

- Les règles : pendant la période menstruelle, une partie du fluide sanguin est absorbé dans les tissus. Il en résulte une diminution du volume sanguin dont les effets peuvent être rapprochés de ceux d'une déshydratation. Il n'y a pas d'études poussées sur l'impact des règles sur la décompression, on peut toutefois conseiller aux femmes durant cette période d'appliquer les mêmes règles de prudence qu'en cas de fatigue et/ou douleurs (pour plonger il faut être en bonne condition physique et mentale), en étant vigilant aux antalgiques utilisés pour soulager la douleur (on privilégiera les antalgiques n'ayant pas d'effet sur la circulation sanguine tels que l'aspirine, et n'entraînant pas d'effet secondaire neurologique) et prévenir la déshydratation. (1 pt)

- La grossesse : la grossesse est considérée en France comme une contre-indication temporaire à la pratique de la plongée. Un risque existe également pour le foetus, même si celui-ci n'est que très peu connu. Il peut être impacté par la désaturation et par la toxicité des gaz, mais aussi par les traitements de la mère en cas d'accident. La reprise de plongée après la grossesse devrait être soumise à l'avis du médecin, et dans tous les cas avec la prise en compte de l'état physique et mental de la mère. (1 pt)

- En terme de prévention il semble fondamental d'anticiper et d'intégrer dans les cours ainsi que dans les pratiques d'encadrement la prise en compte de ces spécificités. Ce sont les formateurs qui attirent l'attention des plongeurs dès leurs premiers coups de palme sur ce qu'ils doivent faire ou non, il ne faut donc pas oublier les conseils à prodiguer aux plongeuses. La CAT en cas d'accident est strictement similaire à celle pour les hommes. (1 pt)"
Anatomie / Physiologie; Surpression pulmonaire ;sept 2015;Niolon;5 points;"En vous basant sur vos connaissances d'anatomie et de physiologie, expliquez les symptômes suivants rencontrés lors d'une surpression pulmonaire.
"" Spume rosâtre (0,5 pt)
"" Insuffisance ventilatoire (0,5 pt)
"" Insuffisance cardiaque (0,5 pt)
"" Douleur thoracique (0,5 pt)
"" Hémiplégie gauche (0,5 pt)
"" Pourquoi l'apparition d'une paraplégie est-elle improbable lors d'une surpression pulmonaire ? (0,5 pt)

Une des recommandations de secourisme est de mettre en PLS une victime inconsciente. Comment vous apercevez-vous qu'elle est victime d'un pneumothorax ? (1 pt)

Qu'est-ce que le secouriste peut faire pour éviter cela ? (1 pt)";""" Spume rosâtre (0,5 pt)
Membrane alvéolo-capillaire fragile, distendue ou déchirée laissant passer des éléments figurés du sang qui remontent à la bouche lors d'efforts de toux.
"" Insuffisance ventilatoire (0,5 pt)
Effraction d'air dans les feuillets de la plèvre qui les désolidarise et provoque un pneumothorax, ce qui ne permet plus l'expansion du poumon du côté lésé.
"" Insuffisance cardiaque (0,5 pt)
Emphysème médiastinal, comprimant le coeur, et empêchant son fonctionnement normal et/ ou bulles d'air en nombre important dans le coeur gauche perturbant le débit cardiaque.
"" Douleur thoracique (0,5 pt)
Due aux lésions pleurales.
"" Hémiplégie gauche (0,5 pt)
Bulles d'air circulant dans la crosse aortique et qui remontent dans la carotide droite.
"" Pourquoi l'apparition d'une paraplégie est-elle improbable lors d'une surpression pulmonaire ? (0,5 pt)
Les bulles d'air en provenance des veines pulmonaires passent dans la grande circulation via les cavités gauches du coeur, empruntent l'Aorte puis remontent vers les carotides pour former une embolie gazeuse cérébrale. De ce fait, la circulation médullaire n'est pas concernée.
Une des recommandations de secourisme est de mettre en PLS une victime inconsciente. Comment vous apercevez-vous qu'elle est victime d'un pneumothorax ? (1 pt)
Une personne victime d'un pneumothorax, si elle est placée en PLS du côté du poumon sain, va rapidement avoir une déficience respiratoire entrainant une cyanose des extrémités malgré l'inhalation d'oxygène. En effet, le poumon sain écrasé par le poids du corps perd de sa compliance (mouvements ventilatoires moins importants) et n'oxygène pas assez les cellules.
Qu'est-ce que le secouriste peut faire pour éviter cela ? (1 pt)
Lors du bilan, le secouriste aurait pu constater une diminution des mouvements de la cage thoracique et donc positionner la victime sur le poumon affecté pour permettre au poumon sain d'avoir toute la compliance nécessaire pour bien oxygéner l'organisme.
Si la victime est consciente, la laisser choisir le côté le moins inconfortable."
Anatomie / Physiologie;Barotraumatismes digestifs;oct 2017;Martinique;4 points;"Les barotraumatismes du système digestif sont relativement peu abordés dans la vie du plongeur. Pourtant, il arrive que ces incidents conduisent à des situations très inconfortables.

a) Vous développerez ces différents barotraumatismes en expliquant les conditions et les fréquences d'apparition, les conséquences possibles et les conduites à tenir (3 pts)

b) Vous donnerez votre avis quant à l'enseignement de ces barotraumatismes spécifiques : à quel moment doit-on les aborder dans les cursus ? (1 point)";"a) Vous développerez ces différents barotraumatismes en expliquant les conditions et les fréquences d'apparition, les conséquences possibles et les conduites à tenir (3 pts)
"" Barotraumatisme des intestins
o Conditions d'apparition : consécutif à la fermentation d'aliments et à la genèse de gaz pendant la plongée qui se dilatent à la remontée.
o Fréquence : rare, uniquement pour les plongées longues
o Conséquence : douleurs abdominales aigues
o CAT : évacuer par les voies naturelles
"" Barotraumatisme de l'estomac
"" Consécutif à une ingestion d'air et à un blocage du sphincter supérieur de l'estomac (cardia)
o Fréquence : rare, nécessite qu'il y ait suffisamment d'air dans l'estomac pour que cela bloque la sortie de l'air à la remontée
o Conséquences : douleurs aigues
o CAT : stopper la remontée puis remontée lente.

b) Vous donnerez votre avis quant à l'enseignement de ces barotraumatismes spécifiques : à quel moment doit-on les aborder dans les cursus ? (1 point)
"" Le barotraumatisme des intestins ne pourra toucher que les plongées très longues et donc ne concerne pas la plongée loisir. Il pourra être abordé sur des cursus spécifiques tels que l'utilisation de combinaison étanche ou la plongée en circuit fermé.
"" La surpression stomacale est rare. Elle pourra donc être abordée lors du cursus du guide de palanquée, même si le contenu de l'enseignement reste très léger

"" Remarque (non demandée à l'examen) la rupture de l'estomac peut en théorie toucher les débutants qui ne contrôlent pas leur ventilation, cependant les cas recensés sont survenus en majorité chez des plongeurs expérimentés pour des plongées de courtes durée dans la zone des 40 mètres"
Anatomie / Physiologie;Séniors;juil 2019;Trébeurden;6 points;"Votre stagiaire pédagogique va accueillir et former un groupe de plongeurs entre 65 et 70 ans venant se
former au niveau 2. Il demande votre aide sur les points suivants :

a) Quelles modifications physiologiques liées à l'âge vont impacter l'activité et quelles sont les
conséquences de ces modifications sur la plongée ? (3 points)

b) Quels risques vont être amplifiés ? Quels vont être les points de vigilance et de réduction des
risques à mettre en place lors de ce stage ? (3 points)";"a) Modifications physiologiques liées à l'âge :
- déficit sensitivo-sensoriel (vue, audition, proprioception, oreille interne),
- perte de masse musculaire, augmentation de la masse graisseuse et diminution du pourcentage d'eau
corporelle,
- perte osseuse et dégénérescences articulaires,
- diminution de la VO2 max,
- diminution de la fréquence cardiaque maximale, diminution de l'élasticité des vaisseaux et augmentation de
la tension artérielle,
- diminution du métabolisme.
Au niveau de l'activité on va observer :
- diminution du repérage neurosensoriel,
- diminution de la force et de la souplesse,
- diminution du souffle et de la tolérance à l'effort,
- diminution de la tolérance au froid,
- dégradation de la réponse de l'organisme au stress.

b)Risques amplifiés :
- chutes et problèmes de dos,
- risques cardiaques (moins bonne adaptation à la répartition des masses sanguines et à l'effort),
- essoufflement,
- ADD (perfusion moins bonne, le risque d'ADD double avec l'âge),
- oedème pulmonaire d'immersion.
Actions à mettre en place pour limiter les risques :
- en surface :
o poser des questions sur la forme physique, l'entraînement et être à l'écoute,
o matériel adapté (poids du bloc, souplesse de la combinaison) et limiter autant que possible les
portages,
o prévoir une aide à bord,
- en immersion :
o privilégier des descentes lentes pour faciliter l'adaptation de l'organisme,
o limiter les efforts,
o limiter la profondeur au besoin,
o limiter le temps de plongée en eau froide,
o prévoir plus de temps pour réaliser les exercices"
Anatomie / Physiologie;Plongée profonde;juil 2019;Trébeurden;6 points;"Vous allez intervenir en fin de formation niveau 3 pour un enseignement dans la zone 40-60m. Vos stagiaires ne comprennent pas vraiment les différences par rapport à une plongée dans la zone de 0 à 40m sinon l'allongement des temps de paliers et l'augmentation de la consommation.

a) A 60m quels sont les facteurs qui vont impacter la physiologie du plongeur de manière encore plus significative qu'à 40m ainsi que les risques associés? (2 points)

b) En quoi les risques d'accidents sont-ils augmentés et se potentialisent-ils ? (2 points)

c) Quels vont être vos conseils aux stagiaires (avant, pendant et après la plongée) pour une prévention optimale des accidents sur une plongée entre 40m et 60m ? Quelle progression allez-vous mettre en oeuvre pour amener vos élèves jusqu'à 60m ? (2 points)";"a) Augmentation de la masse volumique de l'air et des résistances internes (flux laminaires qui deviennent turbulents dans les bronches). Problèmes des détendeurs mal réglés qui sortent facilement de la norme EN250 à ces profondeurs. Augmentation de l'hypervolémie sanguine au niveau des poumons. Tout ceci mène à une augmentation de l'effort ventilatoire et du risque d'essoufflement.
Augmentation de la PpN2 qui amène à gérer différents niveaux narcose plutôt que de simplement la prévenir.
Possibilité de température plus basse au fond et temps de paliers importants sans mouvement qui favorisent le refroidissement.
Possibilité de luminosité plus basse, désorientation dans le « grand bleu » qui favorise l'apparition de la narcose.

b) Les micronoyaux gazeux de CO2 favorisent la formation de bulles de N2 à l'origine de l'ADD. Le CO2 potentialise aussi l'effet narcotique de l'azote. La combinaison d'un essoufflement et d'une narcose peut mener à une panique et une noyade.
Le froid va augmenter la vasoconstriction périphérique, limitant les échanges gazeux au niveau de l'extrémité des membres et augmentant le blood shift et la diurèse d'immersion (déshydratation). Il augmente aussi la fréquence ventilatoire et les risques d'essoufflement.

c) Conseils :
Avant la plongée : matériel adapté (bloc 15l minimum, combinaison adaptée, détendeurs compensés, ordinateurs parachute&), planification de la plongée en palanquée (autonomie, procédures de déco, scénarii de perte de palanquée, de panne d'air, de givrage si plongée en eau froide, mise en place communication avec embarcation), déco nitrox éventuelle, bonne forme physique.
Pendant : descente à allure modérée, contrôle à 40m avant descente au fond, palmage lent, ventilation ample, palanquée groupée, contrôle fréquent des instruments, respect de la planification.
Après : pas d'effort (décapelage éventuel avant remontée au bateau, pas de sport&), surveillance, hydratation, intervalle de surface augmenté si plongée (profondeur modérée) l'après-midi. Debriefing en palanquée sur les points à améliorer.

La progression doit comprendre les points suivants :
- progression sur la profondeur (env. 5m par jour),
- vérification de l'accoutumance à la narcose,
- contrôle de la ventilation et exercices de stabilisation,
- exercices d'interprétation et réaction aux signes,
- evaluation de l'autonomie, communication, gestion des paramètres et de la remontée (paliers, décompression, parachute&)."
Anatomie / Physiologie;Coeur;oct 2020;Hendaye;9 points;"Le coeur et la plongée

a) Légendez le schéma (0,25 pt par bonne réponse)

b) En plongée sous-marine, le coeur est soumis à de nombreuses contraintes. Citez lesquelles et expliquez les phénomènes liés à celui-ci. (5 pts)";"a) Légende sur le schéma

1 : Artère carotide
2 : Artère sous-clavière
3 : Crosse Aortique
4 : Veines pulmonaires
5 : Oreillette gauche
6 : Valve mitrale
7 : Valves sigmoïdes aortiques
8 : Ventricule gauche
9 : Myocarde
10 : Veine cave inférieure
11 : Ventricule droit
12 : Valve tricuspide
13 : Valves sigmoïdes pulmonaires
14 : Oreillette droite
15 : Artère pulmonaire
16 : Veine cave supérieure

b) Contraintes en plongée sur le coeur

L'immersion : (1 pt)
Elle entraine une redistribution des volumes de sang avec une augmentation des pressions sanguines au niveau du thorax et du débit cardiaque (effet Blood shift). Le travail du coeur est ainsi augmenté (par l'augmentation de la pré-charge) et les reins vont éliminer le surplus de volume sanguin sous forme de diurèse.

Le froid : (1 pt)
La neutralité thermique dans l'eau est plus élevée que dans l'air. Les plongées se font forcément dans des eaux plus froides que la température corporelle, même sous les tropiques. L'exposition au froid, notamment sur le visage, où se trouve les thermorécepteurs, va engendrer un ralentissement du rythme cardiaque (bradycardie).
Au niveau de la peau, le froid va engendrer une fermeture des vaisseaux des extrémités ayant pour conséquence une augmentation du blood shift et de ses conséquences.

La pression et la décompression : (2 pts)
Les grandes profondeurs provoquent des modifications de l'électrocardiogramme à l'origine de troubles du rythme cardiaque.
Une remontée trop rapide peut favoriser la survenue de bulles dans le sang qui risquent de migrer dans le réseau artériel et boucher des artères, telles que les artères coronaires du coeur mais aussi peuvent engorger le coeur, provoquant une détresse cardio-respiratoire.
De plus 20% de la population générale est porteuse d'un foramen ovale perméable, court-circuitant le passage du sang par les poumons. Une ouverture de ce dernier provoque l'apparition d'une grande majorité des accidents de désaturation.

Efforts physiques : (1 pt)
L'exercice physique est à lui seul une contrainte importante pour le coeur provoquant une augmentation du travail cardiaque et une augmentation de la pression artérielle."
